molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL2326492,CN(C)C(=O)CN1CCc2cc3nc(N)sc3cc2CC1,intermediate,7800.0
CHEMBL2326491,Nc1nc2cc3c(cc2s1)CCN(CC(F)(F)F)CC3,inactive,30000.0
CHEMBL2326490,Nc1nc2cc3c(cc2s1)CCN(C1CC1)CC3,intermediate,4500.0
CHEMBL2326489,CCN1CCc2cc3nc(N)sc3cc2CC1,inactive,19000.0
CHEMBL2326488,CN1CCc2cc3nc(N)sc3cc2CC1,intermediate,1400.0
CHEMBL2326487,Nc1nc2cc3c(cc2s1)CCNCC3,intermediate,7600.0
CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,inactive,10000.0
CHEMBL2326486,CCN[C@@H]1Cc2cc3nc(N)sc3cc2C1,active,670.0
CHEMBL218166,O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,active,2.9
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,active,7.6
CHEMBL245621,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,active,7.0
CHEMBL448891,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,inactive,18730.0
CHEMBL1457510,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,active,1000.0
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,active,550.0
CHEMBL2335738,COc1ccc2c(c1)CCN1CC[C@](O)(c3ccc(Cl)cc3)C[C@H]21,intermediate,1010.0
CHEMBL2335741,COc1cc2c(cc1O)[C@H]1C[C@](O)(c3ccc(Cl)cc3)CCN1CC2,active,380.0
CHEMBL2335737,Cc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(Cl)cc3)CCN1CC2,active,220.0
CHEMBL2331599,Cc1cc2c(cc1O)[C@H]1C[C@](O)(c3ccc(Cl)cc3)CCN1CC2,active,150.0
CHEMBL2335736,COc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(OC(F)(F)F)cc3)CCN1CC2,active,6.0
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,active,10.0
CHEMBL567,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,active,0.3
CHEMBL2387229,Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,active,26.3
CHEMBL2393246,COc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1.Cl,active,162.8
CHEMBL2393243,Cl.c1ccc(Cc2nc3c(c(Nc4ccccc4)n2)CCNCC3)cc1,active,146.7
CHEMBL2393245,Cl.Clc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,active,85.8
CHEMBL2393244,Cl.Fc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,active,63.3
CHEMBL1255588,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,active,1.4
CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,active,0.25
CHEMBL1255588,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,active,2.2
CHEMBL2392351,COc1ccccc1N1CCN(CCCCCN2Cc3c(Cl)nc4ccccc4c3C2=O)CC1,active,100.0
CHEMBL2392349,COc1ccccc1N1CCN(CCCCCN2Cc3ccc4ccccc4c3C2=O)CC1,active,3.5
CHEMBL643,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,active,100.0
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,active,12.0
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,active,410.0
CHEMBL3099716,CC1(C)OC(=O)N([C@H]2CC[C@H](c3cnc(N)c(-c4ncccn4)c3)CC2)[C@H]1c1ccccc1,inactive,48500.0
CHEMBL1557,Cl.NCCc1ccc(O)c(O)c1,inactive,100000.0
CHEMBL1557,Cl.NCCc1ccc(O)c(O)c1,active,1000.0
CHEMBL3113646,COc1ccc2oc(=O)c(CN3CCCC3)cc2c1,inactive,30000.0
CHEMBL3113644,Nc1ccc2oc(=O)c(CN3CCCC3)cc2c1,inactive,16280.0
CHEMBL3113643,O=c1oc2ccc(OC(F)(F)F)cc2cc1CN1CCCC1,inactive,26000.0
CHEMBL3113642,O=c1oc2ccc(C(F)(F)F)cc2cc1CN1CCCC1,inactive,30000.0
CHEMBL3113641,O=c1oc2ccc([N+](=O)[O-])cc2cc1CN1CCCC1,inactive,30000.0
CHEMBL3113639,CCCNCc1cc2ccccc2oc1=O,inactive,30000.0
CHEMBL3134071,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,intermediate,1550.0
CHEMBL3134070,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,intermediate,2680.0
CHEMBL3134068,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,active,183.0
CHEMBL3134067,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,intermediate,1350.0
CHEMBL3134066,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,intermediate,3600.0
CHEMBL3134065,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,intermediate,5320.0
CHEMBL3134064,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,intermediate,4360.0
CHEMBL3134063,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCNC(=O)OC(C)(C)C)c(O)c1-3,intermediate,6540.0
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,active,117.0
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,active,11.22
CHEMBL2028019,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,active,1.66
CHEMBL3287397,O=Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12,active,363.08
CHEMBL3287402,O=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1,active,28.84
CHEMBL3287403,O/N=C/c1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12,active,3.802
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,active,0.7079
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,active,11.0
CHEMBL2028019,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,active,1.7
CHEMBL3287397,O=Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12,active,360.0
CHEMBL3287402,O=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1,active,22.0
CHEMBL3287403,O/N=C/c1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12,active,3.8
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,active,0.7
CHEMBL8514,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,active,5.0
CHEMBL3287898,CCc1ccccc1NC(=O)N1C[C@@H](C)Oc2cc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)ccc21,inactive,10000.0
CHEMBL9666,COc1ccccc1N1CCNCC1,active,1000.0
CHEMBL3299093,COc1ccccc1N1CCN(CCNC(=O)OC(C)(C)C)CC1,active,93.3
CHEMBL3299097,COc1ccccc1N1CCN(CCCCCCNC(=O)OC(C)(C)C)CC1,active,3.98
CHEMBL9666,COc1ccccc1N1CCNCC1,active,1000.0
CHEMBL3299093,COc1ccccc1N1CCN(CCNC(=O)OC(C)(C)C)CC1,active,93.33
CHEMBL3299097,COc1ccccc1N1CCN(CCCCCCNC(=O)OC(C)(C)C)CC1,active,3.981
CHEMBL3357315,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)C(F)C1)c1ccc(F)c(F)c1,inactive,10000.0
CHEMBL3322993,COc1ccccc1N1CCN(CCCCNC(=O)c2cn3ccccc3n2)CC1,active,26.0
CHEMBL3322994,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cn2ccccc2n1,active,55.0
CHEMBL3323011,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(F)(F)F)n1,intermediate,2300.0
CHEMBL3323013,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3nc4ccccc4[nH]3)CC2)cc(C(F)(F)F)n1,active,490.0
CHEMBL3323015,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4cccnc4n3)CC2)cc(C(F)(F)F)n1,active,205.0
CHEMBL3323016,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccncc4n3)CC2)cc(C(F)(F)F)n1,active,420.0
CHEMBL3323017,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4nc(Cl)ccc4n3)CC2)cc(C(F)(F)F)n1,intermediate,1160.0
CHEMBL3322993,COc1ccccc1N1CCN(CCCCNC(=O)c2cn3ccccc3n2)CC1,active,6.6
CHEMBL3322994,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cn2ccccc2n1,active,91.0
CHEMBL3322995,O=C(NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cn2ccccc2n1,active,60.0
CHEMBL3322998,O=C(NCCCCN1CCN(c2ccnc3ccccc23)CC1)c1cn2ccccc2n1,active,161.0
CHEMBL3323003,O=C(NCCCCN1CCN(c2ncnc3ccccc23)CC1)c1cn2ccccc2n1,active,248.0
CHEMBL3323011,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(F)(F)F)n1,active,261.0
CHEMBL3323012,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)cc(C(F)(F)F)n1,active,418.0
CHEMBL3323013,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3nc4ccccc4[nH]3)CC2)cc(C(F)(F)F)n1,active,301.0
CHEMBL3323015,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4cccnc4n3)CC2)cc(C(F)(F)F)n1,active,37.0
CHEMBL3323016,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccncc4n3)CC2)cc(C(F)(F)F)n1,active,49.0
CHEMBL3323017,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4nc(Cl)ccc4n3)CC2)cc(C(F)(F)F)n1,active,22.0
CHEMBL3323019,CN(C)Cc1c(C(=O)NCCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)[nH]c2ccccc12,active,311.0
CHEMBL3323112,CN(C)Cc1c(C(=O)NCCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)nc2ccccn12,active,217.0
CHEMBL3323114,CN(C)Cc1cccc2nc(C(=O)NCCCCN3CCN(c4cc(C(F)(F)F)nc(C(C)(C)C)n4)CC3)cn12,active,281.0
CHEMBL3323117,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)[C@H]3CC[C@H](c4ccccc4)CC3)CC2)cc(C(F)(F)F)n1,active,500.0
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,active,0.16
CHEMBL3322994,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cn2ccccc2n1,active,1.1
CHEMBL3323011,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(F)(F)F)n1,active,111.0
CHEMBL3323016,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccncc4n3)CC2)cc(C(F)(F)F)n1,active,25.0
CHEMBL3311308,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,inactive,31622.78
CHEMBL3311308,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,inactive,30199.52
CHEMBL3344458,CCCCc1cc2c(s1)C[C@H]1c3cc(O)c(OC)cc3CCN1C2,active,910.0
CHEMBL3344459,COc1cc2c(cc1O)[C@@H]1Cc3sc(CC(C)C)cc3CN1CC2,active,160.0
CHEMBL487387,COc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,intermediate,4380.0
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,active,410.0
CHEMBL3335539,COc1ccc(CN2CCOC(CCc3ccccc3)C2)cc1,inactive,16500.0
CHEMBL3335555,Oc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,inactive,16500.0
CHEMBL3335535,c1ccc(CCC2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,inactive,100000.0
CHEMBL3335536,c1ccc(CC[C@H]2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,inactive,100000.0
CHEMBL3335537,c1ccc(CC[C@@H]2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,inactive,100000.0
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,active,1.0
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,active,1.0
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,active,4.2
CHEMBL3335556,Clc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,inactive,20000.0
CHEMBL3561555,COc1ccc(CN2CCO[C@@H](CCc3ccccc3)C2)cc1,inactive,16500.0
CHEMBL3335556,Clc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,inactive,20000.0
CHEMBL3561555,COc1ccc(CN2CCO[C@@H](CCc3ccccc3)C2)cc1,inactive,20000.0
CHEMBL1627305,O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1,intermediate,4400.0
CHEMBL3597643,O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1cc2ccccc2[nH]1,active,87.0
CHEMBL68740,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(F)ccc2[nH]1,active,564.4
CHEMBL3597635,O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1cnc2ccccc2c1,active,29.0
CHEMBL3597636,O=C(NCCC(O)CN1CCN(c2cccc3ccccc23)CC1)c1cnc2ccccc2c1,active,720.0
CHEMBL3597637,COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cnc3ccccc3c2)CC1,active,63.0
CHEMBL3623290,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,active,797.0
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,intermediate,5011.87
CHEMBL3736433,CB1C=Cc2cccc(OCC(O)CN(C)C)c2N1,intermediate,5011.87
CHEMBL3736156,CB1C=Cc2c(cccc2OCC(O)CN(C)C)N1,intermediate,5011.87
CHEMBL8514,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,active,1.1
CHEMBL3805518,CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1F,active,23.0
CHEMBL3805559,CNC(=O)c1cccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,active,8.5
CHEMBL3805376,CNC(=O)c1ccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,active,70.0
CHEMBL3804954,CNC(=O)c1ccccc1OCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,active,167.0
CHEMBL3805600,CC(=O)Nc1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,active,98.4
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,active,17.2
CHEMBL3805860,CNC(=O)c1cccc(OCCCCN2CCN(c3nsc4ccccc34)CC2)c1,active,10.0
CHEMBL3805099,CNC(=O)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccc1F,active,12.0
CHEMBL3805704,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4sccc34)CC2)c1,active,91.0
CHEMBL3805649,CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccc1F,active,43.0
CHEMBL3805165,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4c3OC(F)(F)O4)CC2)c1,active,4.1
CHEMBL3804965,CNC(=O)c1cc(OCCCCN2CCN(c3cccc4c3OC(F)(F)O4)CC2)ccc1F,active,30.0
CHEMBL3805077,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,active,32.0
CHEMBL3806169,NC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,active,55.0
CHEMBL3805772,CCNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,active,116.0
CHEMBL3805826,CCCCCNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,active,16.8
CHEMBL3805120,CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1C,active,9.8
CHEMBL3805884,CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1F,active,39.4
CHEMBL3806091,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,intermediate,3600.0
CHEMBL3804943,CNC(=O)c1ccc(OC)c(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,active,12.0
CHEMBL3806224,CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,active,34.9
CHEMBL3806047,CNC(=O)c1cc(C)cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,active,89.8
CHEMBL3805434,CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)=O)c1,active,37.7
CHEMBL3805327,CNC(=O)c1ccc(Cl)c(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,active,58.5
CHEMBL3805262,CNC(=O)c1cc(F)cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,intermediate,1580.0
CHEMBL3805515,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1OC,active,202.0
CHEMBL3805046,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1F,active,171.0
CHEMBL11493,CCCCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,inactive,10000.0
CHEMBL3126735,Fc1ccc(C(SCCNCCCc2ccccc2)c2ccc(F)cc2)cc1,intermediate,2000.0
CHEMBL3916231,CC(O)CN1CCN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,inactive,10000.0
CHEMBL3931765,CC(O)CN1CCN(CC[S+]([O-])C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,inactive,10000.0
CHEMBL3918282,[O-][S+](CCN1CCN(CC(O)Cc2ccccc2)CC1)C(c1ccc(F)cc1)c1ccc(F)cc1,inactive,10000.0
CHEMBL8946,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,inactive,10000.0
CHEMBL1201192,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,active,2.1
CHEMBL3946995,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccco1,active,61.45
CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,active,3.04
CHEMBL3885419,CC(C)(C)[C@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,active,1.1
CHEMBL244562,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc(=O)[nH]2)cc1,active,41.0
CHEMBL398175,Cc1cccc(-c2ccc(C(=O)NC/C=C/CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2)n1,intermediate,1300.0
CHEMBL244773,Cc1cccnc1-c1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,active,368.0
CHEMBL244774,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc[n+]2[O-])cc1,active,22.9
CHEMBL394541,COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc(-c3ccccn3)cc2)CC1,active,175.0
CHEMBL244989,COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1,active,179.0
CHEMBL244990,O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,active,15.8
CHEMBL390253,O=C(NCC(O)CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,active,88.3
CHEMBL3982119,COc1cc2c(cc1OC)[C@@H]1Cc3c(OC)ccc(OC)c3CN1CC2,intermediate,1727.6
CHEMBL3903297,c1c2c(cc3c1OCO3)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,intermediate,1239.4
CHEMBL3897805,COc1ccc(OC)c2c1C[C@H]1c3cc4c(cc3CCN1C2)OCO4,intermediate,2508.05
CHEMBL2057451,COc1cc2c(cc1OC)[C@@H]1Cc3cc(C)cc(C)c3CN1CC2,intermediate,1155.3
CHEMBL2334893,COc1cc2c(cc1O)[C@@H]1Cc3cc4c(cc3CN1CC2)OCO4,active,91.11
CHEMBL2057457,COc1cc2c(cc1O)[C@@H]1Cc3cc(C)cc(C)c3CN1CC2,active,456.13
CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,active,2.56
CHEMBL240773,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,active,462.0
CHEMBL8514,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,active,0.81
CHEMBL4097572,CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCOCCCCc2ccccc2)C1,intermediate,5000.0
